# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_003244635.1;1762091;6702928;6677078;GCF_003244635.1;GCF_003244635.1;3244635;ASM324463v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-325416;234;67358;67358;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-325416;blood;2013;India
GCA_003244615.1;1762081;6703088;6677038;GCF_003244615.1;GCF_003244615.1;3244615;ASM324461v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-3123;215;138936;138936;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-3123;respiratory;2010;India
GCA_003244595.1;1762071;6700728;6677018;GCF_003244595.1;GCF_003244595.1;3244595;ASM324459v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-38795;245;79994;79994;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-38795;blood;2013;India
GCA_003244545.1;1762061;6703668;6677008;GCF_003244545.1;GCF_003244545.1;3244545;ASM324454v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-10507;140;71880;71880;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-10507;cerebrospinal fluid;2012;India
GCA_003244555.1;1762051;6702188;6676998;GCF_003244555.1;GCF_003244555.1;3244555;ASM324455v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-16360;258;96011;96011;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-16360;blood;2012;India
GCA_003244535.1;1762041;6703148;6676988;GCF_003244535.1;GCF_003244535.1;3244535;ASM324453v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-1911;67;47434;47434;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-1911;Pus;2010;India
GCA_003244505.1;1762031;6703348;6676938;GCF_003244505.1;GCF_003244505.1;3244505;ASM324450v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-6957;245;74488;74488;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-6957;blood;2013;India
GCA_003244495.1;1762021;6700648;6676918;GCF_003244495.1;GCF_003244495.1;3244495;ASM324449v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-17711;195;69796;69796;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-17711;blood;2012;India
GCA_003244465.1;1762011;6701248;6676898;GCF_003244465.1;GCF_003244465.1;3244465;ASM324446v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-100;65;38440;38440;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-100;blood;2010;India
GCA_003244435.1;1762001;6703428;6676888;GCF_003244435.1;GCF_003244435.1;3244435;ASM324443v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-4416;133;42949;42949;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-4416;blood;2012;India
GCA_003244425.1;1761991;6703468;6676858;GCF_003244425.1;GCF_003244425.1;3244425;ASM324442v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-20065;266;57893;57893;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-20065;blood;2012;India
GCA_003244415.1;1761981;6703288;6676838;GCF_003244415.1;GCF_003244415.1;3244415;ASM324441v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-2546;267;64336;64336;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-2546;respiratory;2013;India
GCA_003244375.1;1761961;6701208;6676798;GCF_003244375.1;GCF_003244375.1;3244375;ASM324437v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM-7180;239;62326;62326;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;SM-7180;respiratory;2012;India
GCA_003241275.1;1760571;null;6673878;GCA_003241275.1;GCA_003241275.1;3241275;ASM324127v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;S2_009_000_R1_70;null;null;0;2966;3023;Metagenomes from NICU surfaces and sink samples;;missing;hospital NICU surfaces and sink samples;2014;USA: Pittsburgh, Pennsylvania Magee Womens Hospital
GCA_003205835.1;1741751;6662098;6626178;GCF_003205835.1;GCF_003205835.1;3205835;ASM320583v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;SJTL3;249;4891004;4891004;Microbe sample from Stenotrophomonas maltophilia;;SJTL3;wastewater;2017-07-11;China:Shanghai
GCA_003172845.1;1728931;6572378;6568058;GCF_003172845.1;GCF_003172845.1;3172845;ASM317284v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;HPCN19;20;139497;139497;Genome sequencing and assembly of lipolytic organism Stenotrophomonas maltophilia HPCN19;;HPCN19;Domestic sewage;2016;India: Nagpur
GCA_003143835.1;1712031;6534788;6516378;GCF_003143835.1;GCF_003143835.1;3143835;ASM314383v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;D5_25A;12;46940;46940;Microbe sample from Stenotrophomonas maltophilia;;D5_25A;soil;2017;USA:Ohio
GCA_002189545.2;1684341;6411578;6393998;GCF_002189545.2;GCF_002189545.2;2189545;ASM218954v2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;AB550;306;4943426;4943426;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;AB550;water;2016;Australia: Perth
GCA_003062365.1;1683621;6413098;6392398;GCF_003062365.1;GCF_003062365.1;3062365;ASM306236v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;15180;79;117717;117717;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;15180;sputum;2012-09-10;Brazil
GCA_003062375.1;1683611;6412098;6392388;GCF_003062375.1;GCF_003062375.1;3062375;ASM306237v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;16185;81;158593;158593;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;16185;sputum;2013-03-11;Brazil
GCA_003062325.1;1683581;6412978;6392318;GCF_003062325.1;GCF_003062325.1;3062325;ASM306232v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;16140;89;51591;51591;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;16140;sputum;2013-03-04;Brazil: Rio de Janeiro
GCA_003057835.1;1681421;6429728;6387748;GCF_003057835.1;GCF_003057835.1;3057835;ASM305783v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;17307;86;180487;180487;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;17307;sputum from cystic fibrosis patient;2014-01-07;Brazil
GCA_003030985.1;1657211;6370068;6316758;GCF_003030985.1;GCF_003030985.1;3030985;ASM303098v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;W18;40.88;4738432;4738432;Microbe sample from Stenotrophomonas maltophilia;;W18;oil contaminated soil;2012;China: Tianjin
GCA_003015035.1;1649561;6293758;6288338;GCF_003015035.1;GCF_003015035.1;3015035;ASM301503v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;XH.SM.1;227;56511;58258;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;Ictalurus punctatus;XH.SM.1;liver;2004-03;China
GCA_003006775.1;1634081;null;6250188;GCA_003006775.1;GCA_003006775.1;3006775;ASM300677v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA27671;17;4986;4986;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA27671;blood;2017;India: Vellore
GCA_003006785.1;1634071;9069718;6250168;GCF_003006785.1;GCF_003006785.1;3006785;ASM300678v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA27675;62;32399;32399;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA27675;blood;2017;India: Vellore
GCA_003006665.1;1634021;null;6250068;GCA_003006665.1;GCA_003006665.1;3006665;ASM300666v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA23119;20;4233;4233;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA23119;blood;2017;India: Vellore
GCA_003006685.1;1634011;9069298;6250048;GCF_003006685.1;GCF_003006685.1;3006685;ASM300668v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SP4330;52;20247;20247;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SP4330;sputum;2017;India: Vellore
GCA_003006575.1;1634001;null;6250008;GCA_003006575.1;GCA_003006575.1;3006575;ASM300657v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA26854;24;2417;2417;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA26854;blood;2017;India: Vellore
GCA_003006655.1;1633991;9070948;6250028;GCF_003006655.1;GCF_003006655.1;3006655;ASM300665v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA26847;62;22621;22621;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA26847;blood;2017;India: Vellore
GCA_003006585.1;1633981;14360528;6249988;GCF_003006585.1;GCF_003006585.1;3006585;ASM300658v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BP9516;18;5969;5969;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BP9516;blood;2017;India: Vellore
GCA_003006595.1;1633971;9069678;6249968;GCF_003006595.1;GCF_003006595.1;3006595;ASM300659v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SP4501;66;12349;12349;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SP4501;sputum;2017;India: Vellore
GCA_003006605.1;1633961;9070478;6249958;GCF_003006605.1;GCF_003006605.1;3006605;ASM300660v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;BA27164;101;19917;19917;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;BA27164;blood;2017;India: Vellore
GCA_003006435.1;1633891;6284498;6249288;GCF_003006435.1;GCF_003006435.1;3006435;ASM300643v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;SJTH1;188;4932325;4932325;Microbe sample from Stenotrophomonas maltophilia;;SJTH1;wastewater;2017-05-05;China: Shanghai
GCA_002208885.2;1620741;6215198;6178978;GCF_002208885.2;GCF_002208885.1;2208885;ASM220888v2;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;FDAARGOS_325;15.018;4851512;4851512;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_325;eye;2015-01-13;USA:DC
GCA_002951115.1;1593521;6161908;6096268;GCF_002951115.1;GCF_002951115.1;2951115;ASM295111v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;FDAARGOS_92;20.76;4820221;4820221;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_92;respiratory Cx;2013-11-03;USA:DC
GCA_002847385.1;1497951;5858178;5813028;GCF_002847385.1;GCF_002847385.1;2847385;ASM284738v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;CSM2;150;4739049;4739049;CSM2;;CSM2;Laboratory sink;2016-06-08;Mexico: Morelos, Cuernavaca
GCA_002799295.1;1453331;5692748;5686278;GCF_002799295.1;GCF_002799295.1;2799295;ASM279929v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;EA22;20;1678191;1678191;Environmental sample from Stenotrophomonas maltophilia EA22;;EA22;Sewage;1999;Germany: Braunschweig
GCA_002799245.1;1453321;5692368;5686238;GCF_002799245.1;GCF_002799245.1;2799245;ASM279924v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;EA1;20;1121887;1121887;Environmental sample from Stenotrophomonas maltophilia EA1;;EA1;Brackish water;1996;Germany: Zingst
GCA_002799235.1;1453311;5692688;5686228;GCF_002799235.1;GCF_002799235.1;2799235;ASM279923v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E729;20;1397269;1397269;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia E729;Homo sapiens;E729;urine;1993-03;Spain: Madrid
GCA_002799215.1;1453301;5693508;5686218;GCF_002799215.1;GCF_002799215.1;2799215;ASM279921v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E999;20;1112883;1112883;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia E999;Homo sapiens;E999;Respiratory secretion;1993-03;Spain: Madrid
GCA_002799225.1;1453291;5692608;5686178;GCF_002799225.1;GCF_002799225.1;2799225;ASM279922v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E759;20;2470865;2470865;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia E759;Homo sapiens;E759;sputum;1993-03;Spain: Madrid
GCA_002799135.1;1453281;5692348;5686138;GCF_002799135.1;GCF_002799135.1;2799135;ASM279913v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E861;20;289991;289991;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia E861;Homo sapiens;E861;sputum;1994-08;Spain: Madrid
GCA_002799145.1;1453271;5692548;5686128;GCF_002799145.1;GCF_002799145.1;2799145;ASM279914v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;D388;20;289991;289991;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia D388;Homo sapiens;D388;urine;1991-12;Spain: Madrid
GCA_002799165.1;1453261;5692508;5686108;GCF_002799165.1;GCF_002799165.1;2799165;ASM279916v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;G51;20;2480350;2480350;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia G51;Homo sapiens;G51;blood;1994-11;Spain: Madrid
